NC_072423.2	37	11296	2
NC_072423.2	51	11295	-2
NC_072423.2	4127	13097	-3
NC_072423.2	4128	13098	1
NC_072423.2	37286880	37292022	1
NC_072423.2	66340990	66347632	-1
NC_072423.2	73184144	73189256	3
NC_072423.2	86270646	86276277	-2
NC_072423.2	86270863	86275942	-1
NC_072423.2	91112305	91130197	-1
NC_072423.2	102051116	102061079	-3
NC_072423.2	111275228	111282128	-3
NC_072423.2	114172347	114179310	1
NC_072423.2	121774842	121780509	1
NC_072423.2	150555896	150562805	3
NC_072423.2	167641908	167651931	-2
NC_072423.2	167641909	167651932	2
NC_072423.2	167643224	167653856	-3
NC_072423.2	167643225	167653857	1
NC_072424.2	1203	13038	-1
NC_072424.2	1204	13039	2
NC_072424.2	1568	12965	-2
NC_072424.2	1569	12966	1
NC_072424.2	10315458	10323864	1
NC_072424.2	16325061	16330428	-1
NC_072424.2	65036416	65043592	2
NC_072424.2	120556821	120562326	-1
NC_072424.2	129069114	129074196	1
NC_072425.2	2125	10321	-2
NC_072425.2	2126	10322	3
NC_072425.2	2724	13113	-3
NC_072425.2	2725	13114	2
NC_072425.2	38065562	38071382	-1
NC_072425.2	67698291	67705002	1
NC_072425.2	76153266	76159650	1
NC_072425.2	76189650	76194903	1
NC_072425.2	76392226	76398709	2
NC_072425.2	76424312	76429457	3
NC_072425.2	86145657	86156364	1
NC_072425.2	86145836	86153024	3
NC_072425.2	125377398	125382825	-3
NC_072425.2	160041992	160053038	-1
NC_072425.2	160041993	160053039	1
NC_072425.2	160042143	160053174	-3
NC_072425.2	160042144	160053169	2
NC_072426.2	0	8665	-1
NC_072426.2	0	8720	-3
NC_072426.2	0	8721	1
NC_072426.2	2	8666	3
NC_072426.2	34502339	34510217	-3
NC_072426.2	49432592	49437791	-3
NC_072426.2	60671184	60677544	-2
NC_072426.2	117218546	117223934	-3
NC_072426.2	119573612	119579057	-3
NC_072426.2	119573613	119578905	1
NC_072426.2	119573625	119578863	-2
NC_072426.2	167239072	167250001	-1
NC_072426.2	167239073	167250002	3
NC_072426.2	167239211	167249138	-3
NC_072426.2	167239212	167249139	1
NC_072427.2	65561881	65567050	2
NC_072427.2	81398443	81403492	-1
NC_072427.2	96654309	96660243	-2
NC_072427.2	122060018	122065625	3
NC_072427.2	129142782	129151107	-2
NC_072427.2	129980579	129990821	-3
NC_072427.2	161694177	161704566	-2
NC_072427.2	161694178	161704567	2
NC_072427.2	161694184	161703109	-1
NC_072427.2	161694185	161703104	3
NC_072428.2	86984194	86989345	2
NC_072429.2	1356	11205	-1
NC_072429.2	1357	11206	2
NC_072429.2	1764	11199	1
NC_072429.2	1769	11198	-2
NC_072429.2	62933967	62939709	-1
NC_072429.2	75214693	75220159	2
NC_072429.2	142680906	142691427	-1
