NC_071985.2	1	6814	2
NC_071985.2	7	6820	-2
NC_071985.2	8	6821	3
NC_071985.2	12	6813	-3
NC_071985.2	1983993	2005302	-3
NC_071985.2	1984085	1991201	-1
NC_071985.2	1993427	2000171	-1
NC_071985.2	48340826	48347126	-1
NC_071985.2	98271257	98281220	3
NC_071985.2	98317273	98328352	2
NC_071985.2	98385750	98390754	1
NC_071985.2	98501564	98506592	3
NC_071985.2	179101038	179107404	-3
NC_071985.2	179101472	179107175	-1
NC_071985.2	179101552	179107204	-2
NC_071985.2	191889820	191895118	2
NC_071985.2	194176956	194182452	-3
NC_071985.2	217794517	217802917	-2
NC_071985.2	224819407	224824630	-2
NC_071985.2	224819417	224824607	-1
NC_071985.2	233786246	233791553	3
NC_071985.2	233787562	233794471	-2
NC_071988.2	902509	907945	-1
NC_071988.2	902563	908938	2
NC_071988.2	902579	908240	3
NC_071988.2	902583	908268	-2
NC_071988.2	902606	907985	-3
NC_071988.2	902616	908115	1
NC_071988.2	951359	958178	3
NC_071988.2	951466	957853	-1
NC_071988.2	951612	957822	1
NC_071988.2	951697	957940	2
NC_071988.2	951702	957939	-2
NC_071988.2	951737	957827	-3
NC_071988.2	6287657	6292859	-3
NC_071988.2	12582159	12588456	-2
NC_071988.2	88915822	88924069	-1
NC_071988.2	88915864	88924225	2
NC_071988.2	88915875	88924350	1
NC_071988.2	88916073	88924263	-2
NC_071988.2	121159520	121164959	-3
NC_071988.2	135121333	135127693	2
NC_071988.2	146868700	146873899	2
NC_071988.2	208796724	208804977	1
NC_071988.2	208796733	208804860	-2
NC_071988.2	208796752	208804942	2
NC_071988.2	208796786	208805003	3
NC_071988.2	208796827	208805020	-1
NC_071988.2	208796834	208804916	-3
NC_071989.2	79661658	79668399	1
NC_071989.2	87308859	87319392	1
NC_071989.2	91122637	91128031	2
NC_071989.2	120896931	120903513	1
NC_071989.2	190368544	190373887	-2
NC_071989.2	190368545	190373888	3
NC_071990.2	1986923	1994069	-2
NC_071990.2	1986963	1993899	1
NC_071990.2	12050548	12056593	2
NC_071990.2	23739887	23745878	3
NC_071990.2	23739917	23746157	-2
NC_071990.2	23739922	23746153	-3
NC_071990.2	23739975	23746149	-1
NC_071990.2	23739976	23746015	2
NC_071990.2	23816269	23827528	-3
NC_071990.2	23816555	23827538	-2
NC_071990.2	23816625	23827563	-1
NC_071990.2	23816658	23822241	1
NC_071990.2	23816662	23827555	2
NC_071990.2	23819624	23827529	3
NC_071990.2	31001578	31006981	2
NC_071990.2	46936469	46942571	3
NC_071990.2	57185639	57191180	-2
NC_071990.2	87985498	87992674	2
NC_071990.2	144317728	144323233	-3
NC_071990.2	152974031	152979113	3
NC_071990.2	172461484	172470706	2
NC_071990.2	172461487	172470817	-3
NC_071991.2	2019	8154	-2
NC_071991.2	2020	8155	2
NC_071991.2	355409	360563	3
NC_071991.2	355448	360470	-3
NC_071991.2	355471	360490	-1
NC_071991.2	6055165	6061726	-1
NC_071991.2	6058005	6065613	-2
NC_071991.2	7473415	7483390	2
NC_071991.2	7473434	7483151	-3
NC_071991.2	7473435	7483203	1
NC_071991.2	10575524	10586687	3
NC_071991.2	10606161	10650531	1
NC_071991.2	10680756	10703067	1
NC_071991.2	10728791	10738901	3
NC_071991.2	12250926	12259260	1
NC_071991.2	12251345	12263321	3
NC_071991.2	12251383	12263269	2
NC_071991.2	39974820	39980640	1
NC_071991.2	93557911	93563062	2
NC_071991.2	99591134	99596744	-3
NC_071991.2	99591235	99596803	-1
NC_071991.2	99591247	99596788	2
NC_071991.2	129355379	129361046	3
NC_071991.2	129355386	129361059	1
NC_071991.2	129355405	129361036	2
NC_071991.2	129355672	129361045	-1
NC_071991.2	145885978	145893217	-1
NC_071991.2	145886114	145893236	-3
NC_071991.2	150416992	150422254	2
NC_071992.2	7352908	7358953	-3
NC_071992.2	7353060	7358964	-1
NC_071992.2	7353215	7359062	3
NC_071992.2	7940796	7946031	-1
NC_071992.2	7941103	7946140	2
NC_071992.2	9188475	9194439	-1
NC_071992.2	9188687	9194450	-2
NC_071992.2	9188782	9194473	2
NC_071992.2	11932412	11939156	3
NC_071992.2	32685321	32692683	-1
NC_071992.2	69296579	69302324	3
NC_071992.2	92062885	92068354	2
NC_071992.2	156569762	156574766	-2
NC_071992.2	156569795	156574901	3
NC_071992.2	156569805	156574827	-1
NC_071992.2	160359319	160379362	-3
NC_071992.2	160359343	160372684	2
NC_071992.2	160427618	160433855	-2
NC_071992.2	161620901	161626586	-2
NC_071992.2	161620902	161626587	1
NC_071992.2	161620924	161629171	-3
NC_071992.2	161620925	161629172	3
NC_071993.2	381	6753	-2
NC_071993.2	382	6754	2
NC_071993.2	914	6767	-3
NC_071993.2	915	6768	1
NC_071993.2	39676465	39681586	-1
NC_071993.2	39695914	39701689	-1
NC_071993.2	84156735	84164622	1
NC_071993.2	129152333	129157688	3
NC_071993.2	135214858	135221806	-1
NC_071993.2	140846694	140851896	-2
NC_071994.2	914734	929251	-3
NC_071994.2	1002610	1013347	2
NC_071994.2	1004799	1013100	1
NC_071994.2	1006120	1011310	-3
NC_071994.2	1007730	1012986	-1
NC_071994.2	1096249	1113430	2
NC_071994.2	1161730	1175959	2
NC_071994.2	1166217	1172616	1
NC_071994.2	1166958	1173009	-1
NC_071994.2	12196426	12214498	2
NC_071994.2	49257894	49263489	-1
NC_071994.2	53830039	53835769	-3
NC_071994.2	53873515	53878750	-3
NC_071994.2	54083898	54089679	-1
NC_071994.2	54088714	54094366	-3
NC_071994.2	54106549	54111817	-3
NC_071994.2	54669327	54674832	-1
NC_071994.2	59508393	59513745	1
NC_071994.2	66034881	66040878	1
NC_071994.2	66034913	66040892	-2
NC_071994.2	66034942	66040774	2
NC_071994.2	66035006	66040853	3
NC_071994.2	111622392	111627834	-1
NC_071995.2	2802	9081	-3
NC_071995.2	2803	9082	2
NC_071995.2	3521	9020	-1
NC_071995.2	3522	9021	1
NC_071995.2	33106182	33111219	1
NC_071995.2	38089258	38100541	2
NC_071995.2	38092758	38098662	-3
NC_071995.2	48121901	48128549	-1
NC_071995.2	54629449	54634963	-2
NC_071995.2	108144004	108150562	-2
NC_071995.2	108196031	108201044	-1
NC_071995.2	108419175	108425592	1
NC_071995.2	108419209	108425485	2
NC_071995.2	108419300	108425288	3
NC_071995.2	123096059	123101099	3
NC_071995.2	131143278	131149542	1
NC_071995.2	132269655	132278790	-3
NC_071995.2	132269656	132278791	2
NC_071995.2	132269729	132278879	-1
NC_071995.2	132269730	132278880	1
NC_071996.2	1567837	1573060	2
NC_071996.2	1662069	1667835	1
NC_071996.2	3442063	3447577	-2
NC_071996.2	3461129	3470660	3
NC_071996.2	4321015	4326409	-2
NC_071996.2	4369175	4374434	-1
NC_071996.2	4428986	4434764	3
NC_071996.2	4822694	4828502	3
NC_071996.2	4856481	4864179	1
NC_071996.2	4912221	4917576	1
NC_071996.2	6397926	6403707	1
NC_071996.2	7720201	7725508	-2
NC_071996.2	8036681	8042132	-1
NC_071996.2	8805858	8810886	1
NC_071996.2	8872384	8878129	2
NC_071996.2	10375163	10381460	3
NC_071996.2	10378456	10383616	2
NC_071996.2	11772736	11777884	2
NC_071996.2	11795921	11801246	3
NC_071996.2	11841746	11846930	3
NC_071996.2	13131360	13137426	1
NC_071996.2	13228840	13234168	2
NC_071996.2	30290668	30297679	-2
NC_071996.2	30290867	30297635	-1
NC_071996.2	69778559	69787973	3
NC_071996.2	81170636	81176345	-1
NC_071996.2	81199781	81217019	-1
NC_071996.2	81385040	81391556	-1
NC_071996.2	88620000	88629060	1
NC_071996.2	88631148	88640598	1
NC_071996.2	109620622	109627552	2
NC_071996.2	144422803	144433750	2
NC_071996.2	144423375	144433509	1
NC_071996.2	144424175	144432998	3
NC_071996.2	146190126	146195259	1
NC_071996.2	146190191	146195258	-1
NC_071997.2	5988032	5993492	3
NC_071997.2	5990278	5995600	2
NC_071997.2	6757638	6764160	1
NC_071997.2	6891632	6896654	-1
NC_071997.2	7008544	7014250	2
NC_071997.2	7361824	7367320	2
NC_071997.2	7463884	7470268	2
NC_071997.2	7464620	7469882	3
NC_071997.2	7785772	7792597	2
NC_071997.2	8122399	8128300	2
NC_071997.2	9489292	9494491	2
NC_071997.2	9913117	9920323	-2
NC_071997.2	10818605	10824524	-1
NC_071997.2	11076385	11082169	-2
NC_071997.2	11162469	11168259	-3
NC_071997.2	11449210	11454262	2
NC_071997.2	11693102	11698802	-1
NC_071997.2	11747746	11752966	-2
NC_071997.2	11975817	11980851	1
NC_071997.2	12465381	12471042	1
NC_071997.2	12472292	12478019	3
NC_071997.2	12479269	12484996	2
NC_071997.2	12493262	12498989	3
NC_071997.2	13339078	13344682	2
NC_071997.2	14002132	14007259	2
NC_071997.2	14344336	14349484	2
NC_071997.2	14417740	14422924	2
NC_071997.2	14854115	14860772	-1
NC_071997.2	15872829	15878607	-3
NC_071997.2	15913026	15918102	-3
NC_071997.2	16885067	16890884	3
NC_071997.2	17392325	17397368	3
NC_071997.2	39160005	39165195	1
NC_071997.2	58907150	58913297	-1
NC_071997.2	102494019	102500070	-3
NC_071997.2	102494053	102500080	-2
NC_071997.2	102494066	102500102	-1
NC_071997.2	105215956	105232720	-2
NC_071997.2	111634912	111640717	-2
NC_071997.2	111771458	111779069	3
NC_071997.2	124426561	124445485	-2
NC_071997.2	124426565	124445297	-1
NC_071997.2	124426569	124437249	1
NC_071997.2	124426586	124445267	3
NC_071997.2	124426603	124445278	2
NC_071997.2	124437252	124445436	1
NC_071997.2	130153950	130162431	1
NC_071997.2	130154154	130162965	-3
NC_071997.2	130154300	130162421	3
NC_071997.2	130154365	130162543	2
NC_071997.2	130154386	130162414	-2
NC_071997.2	130154462	130162439	-1
NC_071997.2	133174907	133180220	-1
NC_071997.2	133174908	133180221	1
NC_071998.2	5197786	5205484	2
NC_071998.2	6630939	6635958	1
NC_071998.2	7382304	7387443	1
NC_071998.2	7476115	7481509	-2
NC_071998.2	7596378	7601442	1
NC_071998.2	7643151	7648215	1
NC_071998.2	8469197	8474429	3
NC_071998.2	8532523	8537782	2
NC_071998.2	9974583	9979929	1
NC_071998.2	10734650	10740011	3
NC_071998.2	11225834	11232629	-1
NC_071998.2	13058979	13064358	-3
NC_071998.2	22554155	22562891	-1
NC_071998.2	25321559	25327085	3
NC_071998.2	67154098	67160794	-2
NC_071998.2	98005365	98011191	1
NC_071998.2	128922388	128929243	2
NC_071998.2	128922444	128929188	1
NC_071998.2	128922485	128929262	3
NC_071998.2	129606004	129614722	-2
NC_071998.2	129606005	129614723	3
NC_071998.2	129606023	129615071	-1
NC_071998.2	129606024	129614823	1
NC_071999.2	402	6888	1
NC_071999.2	459	6954	-3
NC_071999.2	460	6859	2
NC_071999.2	473	6128	-1
NC_071999.2	4075750	4081504	2
NC_071999.2	4111468	4118212	2
NC_071999.2	4443604	4448659	-2
NC_071999.2	6537518	6542900	3
NC_071999.2	7281155	7287335	3
NC_071999.2	7815948	7821054	-3
NC_071999.2	8204830	8209948	-2
NC_071999.2	8231038	8237893	2
NC_071999.2	9365059	9370330	-2
NC_071999.2	10344667	10350268	2
NC_071999.2	10545434	10551785	-1
NC_071999.2	10547200	10553164	-2
NC_071999.2	11319323	11325440	-1
NC_071999.2	11657671	11663296	-2
NC_071999.2	11677166	11682986	-1
NC_071999.2	11752880	11759885	-1
NC_071999.2	12512622	12517656	1
NC_071999.2	12978603	12983652	1
NC_071999.2	12985634	12990683	3
NC_071999.2	12993143	12998456	3
NC_071999.2	13307948	13313003	3
NC_071999.2	13311733	13317013	2
NC_071999.2	15250425	15255480	1
NC_071999.2	16608388	16613719	2
NC_071999.2	25335868	25347427	-2
NC_071999.2	37257157	37262167	2
NC_071999.2	43698880	43704208	2
NC_071999.2	108928513	108949510	-2
NC_071999.2	119668407	119673594	-3
NC_071999.2	120571836	120579507	-3
NC_071999.2	120571837	120579508	2
NC_071999.2	120571843	120579484	-2
NC_071999.2	120571844	120579485	3
NC_072000.2	3555	13788	1
NC_072000.2	3560	13805	-1
NC_072000.2	5047	13690	-2
NC_072000.2	5048	13862	3
NC_072000.2	2849861	2855255	-1
NC_072000.2	2910157	2915269	2
NC_072000.2	3089032	3095566	-2
NC_072000.2	3278411	3283796	-1
NC_072000.2	4687712	4693889	3
NC_072000.2	5301690	5306757	1
NC_072000.2	5869825	5875057	-2
NC_072000.2	6219119	6224975	3
NC_072000.2	8320559	8326316	3
NC_072000.2	8373253	8379973	2
NC_072000.2	8384616	8390292	1
NC_072000.2	8729881	8734882	-2
NC_072000.2	8992729	8999047	-2
NC_072000.2	11733647	11740856	3
NC_072000.2	12254204	12259538	3
NC_072000.2	12263727	12269673	1
NC_072000.2	12398273	12404771	3
NC_072000.2	12610239	12615780	-3
NC_072000.2	13809637	13816186	-2
NC_072000.2	13829779	13839334	2
NC_072000.2	13876245	13881705	-3
NC_072000.2	14713130	14718236	-1
NC_072000.2	14842033	14848192	2
NC_072000.2	15484494	15491901	1
NC_072000.2	16064318	16069331	-1
NC_072000.2	16242972	16247988	-3
NC_072000.2	16337461	16343134	-2
NC_072000.2	16339761	16345482	-3
NC_072000.2	16677978	16683048	1
NC_072000.2	16686777	16692738	1
NC_072000.2	16740522	16745529	1
NC_072000.2	16750394	16755401	3
NC_072000.2	16760266	16765273	2
NC_072000.2	16770143	16775150	3
NC_072000.2	16780020	16785027	1
NC_072000.2	16789892	16794899	3
NC_072000.2	16978427	16983521	3
NC_072000.2	17983509	17989989	1
NC_072000.2	23655759	23661198	1
NC_072000.2	23655777	23661132	-3
NC_072000.2	109401410	109406945	-1
NC_072000.2	109452248	109468637	-1
NC_072000.2	111727735	111733861	-2
NC_072000.2	111727853	111733793	-1
NC_072000.2	111728022	111733854	-3
NC_072000.2	111734155	111741385	-2
NC_072000.2	111734162	111741386	3
NC_072000.2	111734168	111741545	-1
NC_072000.2	111734169	111741546	1
NC_072001.2	4793	11297	-1
NC_072001.2	4794	11343	1
NC_072001.2	5518	11338	-2
NC_072001.2	5519	11354	3
NC_072001.2	3341385	3347082	1
NC_072001.2	4225704	4230798	1
NC_072001.2	4335980	4341869	3
NC_072001.2	5047851	5052879	-3
NC_072001.2	5503754	5508818	3
NC_072001.2	5521318	5526382	2
NC_072001.2	7190336	7195532	-1
NC_072001.2	7192098	7197762	-3
NC_072001.2	7197765	7203228	-3
NC_072001.2	7329286	7334527	2
NC_072001.2	7396474	7401691	-2
NC_072001.2	8297720	8302874	3
NC_072001.2	32344880	32357606	-1
NC_072001.2	32345332	32357440	-2
NC_072001.2	32349327	32357496	-3
NC_072001.2	43523219	43528385	3
NC_072001.2	45618624	45628863	1
NC_072001.2	46440679	46449346	2
NC_072001.2	94846624	94852288	-2
NC_072001.2	104367583	104373439	2
NC_072001.2	104367713	104373053	3
NC_072001.2	104367831	104373477	1
NC_072001.2	105323240	105328715	-1
NC_072001.2	105323241	105328716	1
NC_072001.2	105324162	105330237	-3
NC_072001.2	105324163	105330238	2
NC_072002.2	565	9451	-3
NC_072002.2	566	9557	3
NC_072002.2	606	9435	-1
NC_072002.2	607	9466	2
NC_072002.2	5601152	5606399	-2
NC_072002.2	5767902	5773020	1
NC_072002.2	6494396	6499670	3
NC_072002.2	6745179	6750525	-1
NC_072002.2	6759635	6764750	-2
