clade	species	start	end	gc_content	gc_stretch_count
NC_072418.2	1::NC_072418.2:25823253-25828371	0	60	0.3167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	30	90	0.4	0
NC_072418.2	1::NC_072418.2:25823253-25828371	60	120	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	90	150	0.5667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	120	180	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	150	210	0.4667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	180	240	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	210	270	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	240	300	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	270	330	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	300	360	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	330	390	0.5333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	360	420	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	390	450	0.5667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	420	480	0.6	0
NC_072418.2	1::NC_072418.2:25823253-25828371	450	510	0.55	0
NC_072418.2	1::NC_072418.2:25823253-25828371	480	540	0.5333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	510	570	0.5333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	540	600	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	570	630	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	600	660	0.5667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	630	690	0.5833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	660	720	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	690	750	0.4333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	720	780	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	750	810	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	780	840	0.45	0
NC_072418.2	1::NC_072418.2:25823253-25828371	810	870	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	840	900	0.45	0
NC_072418.2	1::NC_072418.2:25823253-25828371	870	930	0.4333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	900	960	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	930	990	0.55	0
NC_072418.2	1::NC_072418.2:25823253-25828371	960	1020	0.5667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	990	1050	0.5	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1020	1080	0.4333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1050	1110	0.4667	1
NC_072418.2	1::NC_072418.2:25823253-25828371	1080	1140	0.4667	1
NC_072418.2	1::NC_072418.2:25823253-25828371	1110	1170	0.4167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1140	1200	0.4167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1170	1230	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1200	1260	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1230	1290	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1260	1320	0.4667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1290	1350	0.3833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1320	1380	0.4667	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1350	1410	0.45	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1380	1440	0.4333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1410	1470	0.5333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1440	1500	0.4833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1470	1530	0.45	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1500	1560	0.5333	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1530	1590	0.5833	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1560	1620	0.55	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1590	1650	0.5167	0
NC_072418.2	1::NC_072418.2:25823253-25828371	1620	1680	0.5	0
