clade	species	start	end	gc_content	gc_stretch_count
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	0	60	0.45	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	30	90	0.4167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	60	120	0.3833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	90	150	0.4667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	120	180	0.5167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	150	210	0.55	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	180	240	0.5167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	210	270	0.4667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	240	300	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	270	330	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	300	360	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	330	390	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	360	420	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	390	450	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	420	480	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	450	510	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	480	540	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	510	570	0.55	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	540	600	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	570	630	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	600	660	0.55	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	630	690	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	660	720	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	690	750	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	720	780	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	750	810	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	780	840	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	810	870	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	840	900	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	870	930	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	900	960	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	930	990	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	960	1020	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	990	1050	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1020	1080	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1050	1110	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1080	1140	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1110	1170	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1140	1200	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1170	1230	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1200	1260	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1230	1290	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1260	1320	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1290	1350	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1320	1380	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1350	1410	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1380	1440	0.6333	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1410	1470	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1440	1500	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1470	1530	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1500	1560	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1530	1590	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1560	1620	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1590	1650	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1620	1680	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1650	1710	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1680	1740	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1710	1770	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1740	1800	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1770	1830	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1800	1860	0.6333	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1830	1890	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1860	1920	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1890	1950	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1920	1980	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1950	2010	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	1980	2040	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2010	2070	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2040	2100	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2070	2130	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2100	2160	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2130	2190	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2160	2220	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2190	2250	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2220	2280	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2250	2310	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2280	2340	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2310	2370	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2340	2400	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2370	2430	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2400	2460	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2430	2490	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2460	2520	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2490	2550	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2520	2580	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2550	2610	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2580	2640	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2610	2670	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2640	2700	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2670	2730	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2700	2760	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2730	2790	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2760	2820	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2790	2850	0.55	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2820	2880	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2850	2910	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2880	2940	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2910	2970	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2940	3000	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	2970	3030	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3000	3060	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3030	3090	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3060	3120	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3090	3150	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3120	3180	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3150	3210	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3180	3240	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3210	3270	0.5667	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3240	3300	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3270	3330	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3300	3360	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3330	3390	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3360	3420	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3390	3450	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3420	3480	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3450	3510	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3480	3540	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3510	3570	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3540	3600	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3570	3630	0.5833	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3600	3660	0.6	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3630	3690	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3660	3720	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3690	3750	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3720	3780	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3750	3810	0.6167	0
NC_060945.1	3::NC_060945.1:41607428-41614955(+)	3780	3840	0.6	0
