chr	start	end	length	zscore
NC_002083.1	3684	3894	210	-0.22615458165805996
NC_002083.1	4933	5341	408	-0.22571787650281058
NC_002083.1	6881	7022	141	-0.2263067667879196
NC_002083.1	7703	7821	118	-0.22635749516453949
NC_002083.1	8660	8662	2	-0.22661334262923102
NC_002083.1	9443	9514	71	-0.2264611574993714
NC_002083.1	9857	9925	68	-0.2264677742441479
NC_002083.1	11590	11796	206	-0.22616340398442863
NC_002083.1	13599	13605	6	-0.22660452030286235
NC_002083.1	14127	14200	73	-0.22645674633618706
NC_071985.2	61270	110111	48841	-0.11889494324930883
NC_071985.2	118274	119849	1575	-0.22314396278474982
NC_071985.2	121205	142331	21126	-0.18002263707626154
NC_071985.2	155276	223858	68582	-0.07535455703830851
NC_071985.2	227980	257996	30016	-0.16041501672188271
NC_071985.2	258929	285073	26144	-0.16895502864675951
NC_071985.2	290597	300912	10315	-0.20386717966919626
NC_071985.2	302006	312823	10817	-0.20275997770992762
NC_071985.2	313771	348518	34747	-0.14998041020933306
NC_071985.2	349439	369750	20311	-0.18182018607387895
NC_071985.2	370704	385616	14912	-0.19372812108999724
NC_071985.2	386561	413514	26953	-0.1671707131386951
NC_071985.2	414462	453366	38904	-0.1408118075306882
NC_071985.2	454315	469729	15414	-0.1926209191307286
NC_071985.2	470662	482366	11704	-0.20080362683767408
NC_071985.2	483338	493831	10493	-0.20347458614579025
NC_071985.2	494780	527608	32828	-0.1542129212847046
NC_071985.2	528562	547406	18844	-0.1850557742695903
NC_071985.2	548330	573628	25298	-0.17082095067373415
NC_071985.2	574588	598082	23494	-0.17479981986600632
NC_071985.2	599000	614818	15818	-0.19172986416749246
NC_071985.2	615754	638490	22736	-0.1764716507128701
NC_071985.2	639425	663642	24217	-0.1732051843748684
NC_071985.2	669384	724757	55373	-0.10448808428926354
NC_071985.2	725717	752990	27273	-0.16646492702920118
NC_071985.2	753921	796073	42152	-0.1336480785193246
NC_071985.2	797009	841388	44379	-0.12873624831356512
NC_071985.2	842324	852957	10633	-0.20316580472288667
NC_071985.2	858109	872783	14674	-0.19425304950893335
NC_071985.2	873719	898337	24618	-0.1723207461564088
NC_071985.2	899273	911146	11873	-0.2004308835485976
NC_071985.2	912082	935675	23593	-0.17458146728838161
NC_071985.2	948380	960096	11716	-0.20077715985856806
NC_071985.2	961032	990772	29740	-0.16102375724132123
