chr	start	end	length	zscore
NC_011120.1	3678	3888	210	-0.2145504513977886
NC_011120.1	4927	5325	398	-0.2141457826943534
NC_011120.1	6859	7008	149	-0.2146817534770947
NC_011120.1	7689	7789	100	-0.21478722563916028
NC_011120.1	8628	8630	2	-0.21499816996329138
NC_011120.1	9411	9482	71	-0.21484964793915826
NC_011120.1	9825	9893	68	-0.2148561054184684
NC_011120.1	11558	11760	202	-0.21456767134261565
NC_011120.1	13569	13575	6	-0.21498955999087788
NC_011120.1	14097	14170	73	-0.2148453429529515
NC_073224.2	5572335	5632487	60152	-0.08552570979505716
NC_073224.2	5640583	5642168	1585	-0.21159077338064278
NC_073224.2	5643524	5666595	23071	-0.16534230656144608
NC_073224.2	5679867	5715448	35581	-0.1384146178381774
NC_073224.2	5719960	5799659	79699	-0.04345092710331195
NC_073224.2	5810119	5853018	42899	-0.12266267330765143
NC_073224.2	5857809	5876234	18425	-0.17534278951974394
NC_073224.2	5878134	5887537	9403	-0.19476258229842738
NC_073224.2	5888470	5913032	24562	-0.1621329393443083
NC_073224.2	5918577	5929231	10654	-0.19206981342610052
NC_073224.2	5930203	5941134	10931	-0.1914735728364646
NC_073224.2	5942082	5975043	32961	-0.14405414976902983
NC_073224.2	5975979	6016762	40783	-0.12721734871440094
NC_073224.2	6017707	6032729	15022	-0.18266772355054198
NC_073224.2	6033683	6051718	18035	-0.17618226183006166
NC_073224.2	6052654	6085405	32751	-0.1445061733207394
NC_073224.2	6086354	6097324	10970	-0.19138962560543282
NC_073224.2	6098296	6109021	10725	-0.19191698641576063
NC_073224.2	6109972	6142768	32796	-0.14440931113108735
NC_073224.2	6143722	6163177	19455	-0.17312572162326378
NC_073224.2	6164101	6189024	24923	-0.16135588933398856
NC_073224.2	6189984	6222736	32752	-0.14450402082763603
NC_073224.2	6223672	6246674	23002	-0.16549082858557923
NC_073224.2	6247595	6271773	24178	-0.16295949669600576
NC_073224.2	6272709	6301195	28486	-0.15368655640664994
NC_073224.2	6302155	6350071	47916	-0.11186361540800004
NC_073224.2	6351004	6386184	35180	-0.1392777675726323
NC_073224.2	6387120	6658665	271545	0.3694962648074954
NC_073224.2	6772656	6826724	54068	-0.09862147783601372
NC_073224.2	6847678	6874561	26883	-0.15713700285136614
NC_073224.2	7075568	7246482	170914	0.15288873132138442
NC_073224.2	7247418	7322239	74821	-0.053950788461593686
NC_073224.2	7323175	7337963	14788	-0.1831714069367326
NC_073224.2	7338938	7361202	22264	-0.16707936849587277
NC_073224.2	7362138	7383948	21810	-0.16805660036480674
NC_073224.2	7384881	7400251	15370	-0.18191865595056614
NC_073224.2	7401187	7419013	17826	-0.17663213288866783
NC_073224.2	7419949	7456743	36794	-0.13580364370377895
NC_073224.2	7457748	7473274	15526	-0.18158286702643905
NC_073224.2	7474210	7498167	23957	-0.16343519767185247
NC_073224.2	7499109	7511536	12427	-0.18825344315380993
NC_073224.2	7512472	7536520	24048	-0.163239320799445
NC_073224.2	7537462	7551659	14197	-0.18444353036082947
NC_073224.2	7570337	7586136	15799	-0.18099523640921664
NC_073224.2	7587096	7594486	7390	-0.19909555091552888
NC_073224.2	7595266	7612750	17484	-0.17736828553002337
NC_073224.2	7613680	7652143	38463	-0.13221113271423973
NC_073224.2	7653067	7667480	14413	-0.18397859185049964
NC_073224.2	7670515	7699149	28634	-0.15336798742734986
NC_073224.2	7704477	7711472	6995	-0.1999457856913635
NC_073224.2	7712414	7722748	10334	-0.19275861121918172
NC_073224.2	7723672	7757088	33416	-0.1430747654069925
NC_073224.2	7758012	7808225	50213	-0.10691933874953896
NC_073224.2	7811442	7822288	10846	-0.1916565347502518
NC_073224.2	7823215	7841807	18592	-0.1749833231714797
NC_073224.2	7842758	7858398	15640	-0.18133748281265388
NC_073224.2	7869157	7900163	31006	-0.14826227378613538
NC_073224.2	7901174	7940484	39310	-0.1303879710556779
NC_073224.2	7941444	7978726	37282	-0.1347532270693301
NC_073224.2	7979677	7982194	2517	-0.20958464980829375
NC_073224.2	8010879	8102787	91908	-0.017171138804160296
NC_073224.2	8132660	8176233	43573	-0.12121189295597412
NC_073224.2	8177304	8195531	18227	-0.17576898315421294
NC_073224.2	8196155	8222724	26569	-0.15781288568582708
NC_073224.2	8243536	8261745	18209	-0.17580772803007375
NC_073224.2	8312978	8324971	11993	-0.18918762516067633
NC_073224.2	8327722	8329591	1869	-0.2109794653392832
NC_073224.2	8333393	8356959	23566	-0.1642768224752736
NC_073224.2	8399467	8423123	23656	-0.1640830980959695
NC_073224.2	8447704	8504157	56453	-0.0934877817844553
NC_073224.2	8594985	8596207	1222	-0.21237212837716926
NC_073224.2	8667685	8672189	4504	-0.2053076460118801
NC_073224.2	8715795	8786127	70332	-0.06361333000266108
NC_073224.2	8866866	8898467	31601	-0.146981540389625
NC_073224.2	8923463	8948000	24537	-0.16218675167189278
NC_073224.2	9700990	9757058	56068	-0.09431649162925614
NC_073224.2	10305027	10335658	30631	-0.14906945869990243
NC_073224.2	10493200	10598469	105269	0.01158832155008372
NC_073224.2	10608328	10619658	11330	-0.19061472808821645
NC_073224.2	10628158	10734726	106568	0.014384410091372769
NC_073224.2	10735317	10759931	24614	-0.1620210097029326
NC_073224.2	10812690	10824944	12254	-0.18862582446069445
NC_073224.2	11001854	11011372	9518	-0.19451504559153882
NC_073224.2	11119840	11397891	278051	0.38350038493807787
NC_073224.2	11399259	11407616	8357	-0.1970140900845616
