clade	species	start	end	gc_content	gc_stretch_count
NC_072397.2	3::NC_072397.2:5037707-5054327	0	60	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	30	90	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327	60	120	0.5333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	90	150	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	120	180	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	150	210	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327	180	240	0.5667	1
NC_072397.2	3::NC_072397.2:5037707-5054327	210	270	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327	240	300	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	270	330	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327	300	360	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	330	390	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	360	420	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	390	450	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	420	480	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	450	510	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	480	540	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	510	570	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327	540	600	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	570	630	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	600	660	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	630	690	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	660	720	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	690	750	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	720	780	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327	750	810	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327	780	840	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	810	870	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	840	900	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	870	930	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	900	960	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	930	990	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	960	1020	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	990	1050	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1020	1080	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1050	1110	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1080	1140	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1110	1170	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327	1140	1200	0.6333	1
NC_072397.2	3::NC_072397.2:5037707-5054327	1170	1230	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1200	1260	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1230	1290	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1260	1320	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1290	1350	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1320	1380	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1350	1410	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1380	1440	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1410	1470	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1440	1500	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1470	1530	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1500	1560	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1530	1590	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1560	1620	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1590	1650	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1620	1680	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1650	1710	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1680	1740	0.7	1
NC_072397.2	3::NC_072397.2:5037707-5054327	1710	1770	0.6667	1
NC_072397.2	3::NC_072397.2:5037707-5054327	1740	1800	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1770	1830	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1800	1860	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1830	1890	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1860	1920	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1890	1950	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1920	1980	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1950	2010	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327	1980	2040	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327	2010	2070	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327	2040	2100	0.6667	0
